i_connect_no,i_site_code,i_unit_num,i_giku_num,c_tag_no,c_tag_desc,c_category1,c_category2,c_category3,d_disp_range_lower,d_disp_range_upper,c_unit,i_decimal_place,i_signal_type,c_unit2,d_cnv1,d_cnv2,i_cdbi,c_point_id,c_retu text,i_off_set,i_kind_num,i_auto_flag,d_dead_band,i_xid bigint
1,1,2,0,SB_30BGU20GT200XQ20-OUT,400V CHP SWGR INCM TR-B PWR,-99,7,,0,1100,kW,2,0,,1,1,149,SB_010200000000000149,data48,0,0,1,0.001,149
1,1,2,0,SB_30BGU20GT200XQ09-OUT,400V CHP SWGR INCM TR-B CUR V-PH,-99,9,,0,1250,A,2,0,,1,1,150,SB_010200000000000150,data49,0,0,1,0.001,150
1,1,2,0,SB_30BGU20GT200XQ14-OUT,400V CHP SWGR INCM TR-B VLT U-V,-99,8,,0,500,V,2,0,,1,1,151,SB_010200000000000151,data50,0,0,1,0.001,151
1,1,2,0,SB_30BUA10CE002XQ14-OUT,DCDB BUS-1 VLT,-99,8,,0,300,V,2,0,,1,1,152,SB_010200000000000152,data51,0,0,1,0.001,152
1,1,2,0,SB_30GCK43AA201-POS,CCW MU ISO VALVE POS,-99,,,0,100,,0,0,,1,1,153,SB_010200000000000153,data52,0,0,1,0,153
1,1,2,0,SB_30GBK11AP001-POS,SWP A POS,-99,,,0,100,,0,0,,1,1,154,SB_010200000000000154,data53,0,0,1,0,154
1,1,2,0,SB_30GBK12AP001-POS,SWP B POS,-99,,,0,100,,0,0,,1,1,155,SB_010200000000000155,data54,0,0,1,0,155
1,1,2,0,SB_30GCK11AP001-POS,DEMIN WTR PMP A POS,-99,,,0,100,,0,0,,1,1,156,SB_010200000000000156,data55,0,0,1,0,156
1,1,2,0,SB_30GCK12AP001-POS,DEMIN WTR PMP B POS,-99,,,0,100,,0,0,,1,1,157,SB_010200000000000157,data56,0,0,1,0,157
1,1,2,0,SB_30GKB11AP001-POS,POTABLE WTR PMP POS,-99,,,0,100,,0,0,,1,1,158,SB_010200000000000158,data57,0,0,1,0,158
1,1,2,0,SB_30GHA14AP001-POS,POTABLE WTR XFR PMP POS,-99,,,0,100,,0,0,,1,1,159,SB_010200000000000159,data58,0,0,1,0,159
1,1,2,0,SB_30GCK40AP001-POS,BLR INITIAL FILL PMP POS,-99,,,0,100,,0,0,,1,1,160,SB_010200000000000160,data59,0,0,1,0,160
1,1,2,0,SB_30CGY10EA001XQ01-OUT,FIRE FIGHTING WTR TK LVL,-99,11,,0,15000,mm,0,0,,1,1,161,SB_010200000000000161,data60,0,0,1,0,161
1,1,2,0,SB_30CJA64FE067,FSH OUTLET TEMP DEV.,-99,1,,-100,100,DEG C,2,0,,1,1,162,SB_010200000000000162,data61,0,0,1,0.001,162
1,1,2,0,SB_30CJA64FE069,ECO OUTLET GAS O2 DEV.,-99,1,,-10,10,DEG C,2,0,,1,1,163,SB_010200000000000163,data62,0,0,1,0.001,163
1,1,2,0,SB_30CJA64FE078,RH SPRAY TEMP SET POINT,-99,1,,0,600,DEG C,1,0,,1,1,164,SB_010200000000000164,data63,0,0,1,0.01,164
1,1,2,0,SB_30CJA64FE068,RH OUTLET TEMP DEV.,-99,1,,-100,100,DEG C,2,0,,1,1,165,SB_010200000000000165,data64,0,0,1,0.001,165
1,1,2,0,SB_30BUB10CE002XQ17-OUT,DCDB BUS-2 VLT,-99,8,,0,300,V,2,0,,1,1,166,SB_010200000000000166,data65,0,0,1,0.001,166
1,1,2,0,SB_30BRA10CE002XQ14-OUT,UPS DB BUS VLT,-99,8,,0,300,V,2,0,,1,1,167,SB_010200000000000167,data66,0,0,1,0.001,167
1,1,2,0,SB_30CJA64FE051,BOILER MASTER BIR,-99,18,,-10,10,%,2,0,,1,1,168,SB_010200000000000168,data67,0,0,1,0.001,168
1,1,2,0,SB_30CBP01GH321XQ50-OUT,GEN ACT PWR A,-99,7,,0,150,MW,1,0,,1,1,169,SB_010200000000000169,data68,0,0,1,0.01,169
1,1,2,0,SB_30CBP01GH322XQ50-OUT,GEN ACT PWR B,-99,7,,0,150,MW,1,0,,1,1,170,SB_010200000000000170,data69,0,0,1,0.01,170
1,1,2,0,SB_30CBP01GH331XQ50-OUT,FREQ A,-99,10,,45,55,Hz,2,0,,1,1,171,SB_010200000000000171,data70,0,0,1,0.001,171
1,1,2,0,SB_30CBP01GH332XQ50-OUT,FREQ B,-99,10,,45,55,Hz,2,0,,1,1,172,SB_010200000000000172,data71,0,0,1,0.001,172
1,1,2,0,SB_30CJA64EF012,NET MW DEMAND,-99,7,,0,150,MW,1,0,,1,1,173,SB_010200000000000173,data72,0,0,1,0.01,173
1,1,2,0,SB_30CJA64EF013,GROSS MW DEMAND,-99,7,,0,150,MW,1,0,,1,1,174,SB_010200000000000174,data73,0,0,1,0.01,174
1,1,2,0,SB_30CJA64FE002-OUT,MW DMD0 + FREQ BIAS,-99,7,,0,150,MW,1,0,,1,1,175,SB_010200000000000175,data74,0,0,1,0.01,175
1,1,2,0,SB_30CJA64FE003-OUT,MW DMD0,-99,7,,0,150,MW,1,0,,1,1,176,SB_010200000000000176,data75,0,0,1,0.01,176
1,1,2,0,SB_30CJA64FE004-OUT,LOAD INDEX,-99,7,,0,150,MW,1,0,,1,1,177,SB_010200000000000177,data76,0,0,1,0.01,177
1,1,2,0,SB_30CJA64FE001-OUT,MW DMD,-99,7,,0,150,MW,1,0,,1,1,178,SB_010200000000000178,data77,0,0,1,0.01,178
1,1,2,0,SB_30CJA64FE005-OUT,FREQ BIAS,-99,7,,-50,50,MW,1,0,,1,1,179,SB_010200000000000179,data78,0,0,1,0.01,179
1,1,2,0,SB_30GCK44AA251-PSS,COND MU VLV PSS,-99,18,,0,100,%,2,0,,1,1,180,SB_010200000000000180,data79,0,0,1,0.001,180
1,1,2,0,SB_30GCK44AA251-RFV,COND MU VLV RFV,-99,11,,-530,300,mm,2,0,,1,1,181,SB_010200000000000181,data80,0,0,1,0.001,181
1,1,2,0,SB_30CJA64EE003-SVS,LOAD UPR REG LIMIT SV,-99,7,,0,130,MW,1,0,,1,1,182,SB_010200000000000182,data81,0,0,1,0.01,182
1,1,2,0,SB_30CJA64EE004-SVS,LOAD LWR REG LIMIT SV,-99,7,,0,130,MW,1,0,,1,1,183,SB_010200000000000183,data82,0,0,1,0.01,183
1,1,2,0,SB_30CJA64FE066,FSH STM ENTHALPY,-99,6,,0,100000,kJ/kg,3,0,,1,1,184,SB_010200000000000184,data83,0,0,1,0.0001,184
1,1,2,0,SB_30GCK44AA251-RF2,COND MU VLV RF2,-99,11,,-530,300,mm,2,0,,1,1,185,SB_010200000000000185,data84,0,0,1,0.001,185
1,1,2,0,SB_30GCK44AA251-MVS,COND MU VLV MVS,-99,18,,0,100,%,2,0,,1,1,186,SB_010200000000000186,data85,0,0,1,0.001,186
1,1,2,0,SB_30CJA64FE071,PRIMARY SPRAY DIFF. TEMP SET POINT,-99,1,,0,50,DEG C,2,0,,1,1,187,SB_010200000000000187,data86,0,0,1,0.001,187
1,1,2,0,SB_30CQA10GH001XB18-OUT,HP/LP TBV HPU AVAIL,-99,,,,,,,1,,1,1,188,SB_010200000000000188,data87,0,1,1,0,188
1,1,2,0,SB_30CGA01AA001XB01-OUT,EXCIT PNL FLAP GATE CYCLINDER PRES L EXCIT PNL,-99,,,,,,,1,,1,1,189,SB_010200000000000189,data88,0,1,1,0,189
1,1,2,0,SB_30CNA10GH001XB04-OUT,FLUE GAS SO2/NOX ANALYZ IN MAINT,-99,,,,,,,1,,1,1,190,SB_010200000000000190,data89,0,1,1,0,190
1,1,2,0,SB_30EGC30CP201XB01-OUT,FO FWD PMP SUC STR,-99,,,,,,,1,,1,1,191,SB_010200000000000191,data90,0,1,1,0,191
1,1,2,0,SB_30CJA64FE072,PRIMARY SPRAY DIFF TEMP,-99,1,,0,50,DEG C,2,0,,1,1,192,SB_010200000000000192,data91,0,0,1,0.001,192
1,1,2,0,SB_30CJA64FE073,PRIMARY SH INLET TEMP SET POINT,-99,1,,0,500,DEG C,1,0,,1,1,193,SB_010200000000000193,data92,0,0,1,0.01,193
1,1,2,0,SB_30CJA64FE074,FSH INLET TEMP SET POINT,-99,1,,0,800,DEG C,1,0,,1,1,194,SB_010200000000000194,data93,0,0,1,0.01,194
1,1,2,0,SB_30CJA64FE075,FSH OUTLET TEMP SET POINT,-99,1,,0,800,DEG C,1,0,,1,1,195,SB_010200000000000195,data94,0,0,1,0.01,195
1,1,2,0,SB_30CJA64FE076,RHT SET POINT,-99,1,,0,900,DEG C,1,0,,1,1,196,SB_010200000000000196,data95,0,0,1,0.01,196
1,1,2,0,SB_30CJA64FE077-OUT,CALC RH STEAM FLOW,-99,23,,0,500000,kg/h,3,0,,1,1,197,SB_010200000000000197,data96,0,0,1,0.0001,197
1,1,2,0,SB_30CJA64FE080-PV,O2 MASTER PV,-99,18,,0,25,%,2,0,,1,1,198,SB_010200000000000198,data97,0,0,1,0.001,198
1,1,2,0,SB_30CJA64FE080-SP,OS MASTER SP,-99,18,,0,25,%,2,0,,1,1,199,SB_010200000000000199,data98,0,0,1,0.001,199
1,1,2,0,SB_30GHD61AA251XQ01-OUT,IBD TANK TCV POS,-99,18,,0,100,%,1,0,,1,1,200,SB_010200000000000200,data99,0,0,1,0.01,200
1,1,2,0,SB_30CJA64FE080ZQ01-OUT,O2 BIAS BY FLUE GAS COx,-99,18,,-0.5,0.5,%,3,0,,1,1,201,SB_010200000000000201,data0,0,0,1,0.0001,201
1,1,2,0,SB_30CJA64FE081-OUT,ECO OUT FLUE GAS O2 SET POINT,-99,18,,0.8,1.2,%,3,0,,1,1,202,SB_010200000000000202,data1,0,0,1,0.0001,202
1,1,2,0,SB_30CJA64FE006-OUT,PULV/COAL FDR RUN NO,-99,,,0,4,,3,0,,1,1,203,SB_010200000000000203,data2,0,0,1,0.0001,203
1,1,2,0,SB_30CJA64FE008-OUT,FSH OUTLET STM PRESS ERROR,-99,2,,-300,300,bar G,1,0,,1,1,204,SB_010200000000000204,data3,0,0,1,0.01,204
1,1,2,0,SB_30CJA64FE007-OUT,GEN MW ERROR,-99,7,,-100,100,MW,1,0,,1,1,205,SB_010200000000000205,data4,0,0,1,0.01,205
1,1,2,0,SB_30CJA64FE009-OUT,MW DMD FOR TURBINE MASTER,-99,7,,0,100,MW,1,0,,1,1,206,SB_010200000000000206,data5,0,0,1,0.01,206
1,1,2,0,SB_30CJA64FE010-OUT,MAIN STM PRESS SP FOR TURBINE MASTER,-99,2,,0,300,bar G,1,0,,1,1,207,SB_010200000000000207,data6,0,0,1,0.01,207
1,1,2,0,SB_30CJA64FE011-OUT,MW DMD FOR BOILER MASTER,-99,7,,0,150,MW,1,0,,1,1,208,SB_010200000000000208,data7,0,0,1,0.01,208
1,1,2,0,SB_30CJA64FE065,SB STEAM ENERGEY,-99,6,,0,1.00E+09,KJ/h,3,0,,1,1,209,SB_010200000000000209,data8,0,0,1,0.0001,209
1,1,2,0,SB_30CJA64FE064,MAIN STEAM ENERGY,-99,6,,0,1.00E+09,KJ/h,3,0,,1,1,210,SB_010200000000000210,data9,0,0,1,0.0001,210
1,1,2,0,SB_30CJA64FE063,HP BYPASS STEAM ENERGY,-99,6,,0,1.00E+09,KJ/h,3,0,,1,1,211,SB_010200000000000211,data10,0,0,1,0.0001,211
1,1,2,0,SB_30CJA64FE062,AUX. STEAM ENERGY,-99,6,,0,1.00E+09,KJ/h,3,0,,1,1,212,SB_010200000000000212,data11,0,0,1,0.0001,212
1,1,2,0,SB_30CJA64FE061,TOTAL STEAM ENERGEY,-99,6,,0,1.00E+09,KJ/h,3,0,,1,1,213,SB_010200000000000213,data12,0,0,1,0.0001,213
1,1,2,0,SB_30CJA64FE052,AIR FLOW DEMAND BIR,-99,23,,-50000,50000,kg/h,3,0,,1,1,214,SB_010200000000000214,data13,0,0,1,0.0001,214
1,1,2,0,SB_30CJA64FE053,FUEL FLOW DEMAND BIR,-99,23,,-10000,10000,kg/h,3,0,,1,1,215,SB_010200000000000215,data14,0,0,1,0.0001,215
1,1,2,0,SB_30CJA64FE054,PRIMARY SH SPRAY BIR,-99,1,,-50,50,DEG C,1,0,,1,1,216,SB_010200000000000216,data15,0,0,1,0.01,216
1,1,2,0,SB_30CJA64FE055,SECONDARY SH SPRAY BIR,-99,1,,-50,50,DEG C,1,0,,1,1,217,SB_010200000000000217,data16,0,0,1,0.01,217
1,1,2,0,SB_30CJA64FE056,RH DAMPER POSITION BIR,-99,1,,-50000,50000,DEG C,3,0,,1,1,218,SB_010200000000000218,data17,0,0,1,0.0001,218
1,1,2,0,SB_30CJA64FE057,RH SPRAY BIR,-99,1,,-50,50,DEG C,1,0,,1,1,219,SB_010200000000000219,data18,0,0,1,0.01,219
1,1,2,0,SB_30CJA64EE001-SOR,TARGET MW SV O/R,-99,,,,,,,1,,1,1,220,SB_010200000000000220,data19,0,1,1,0,220
1,1,2,0,SB_30CJA64FE001ZV09-OUT,FURNANCE PRESS CNTRL UPR LIMIT ON,-99,,,,,,,1,,1,1,221,SB_010200000000000221,data20,0,1,1,0,221
1,1,2,0,SB_30GHD61AA251YQ01-OUT,IBD TANK LCV POS DMD,-99,18,,0,100,%,1,0,,1,1,222,SB_010200000000000222,data21,0,0,1,0.01,222
1,1,2,0,SB_30CNA10CQ003XQ01-OUT,FLUE GAS DUST(6%O2),-99,23,,0,200,mg/Nm3,2,0,,1,1,223,SB_010200000000000223,data22,0,0,1,0.001,223
1,1,2,0,SB_30CNA10CQ001XQ01-OUT,FLUE GAS NOX(6%O2),-99,23,,0,1000,mg/Nm3,2,0,,1,1,224,SB_010200000000000224,data23,0,0,1,0.001,224
1,1,2,0,SB_30CNA10CQ001XQ02-OUT,FLUE GAS SO2(6%O2),-99,23,,0,1000,mg/Nm3,1,0,,1,1,225,SB_010200000000000225,data24,0,0,1,0.01,225
1,1,2,0,SB_30CNA10CQ006XQ01-OUT,FLUE GAS CO(6%O2),-99,23,,0,500,mg/Nm3,2,0,,1,1,226,SB_010200000000000226,data25,0,0,1,0.001,226
1,1,2,0,SB_30CNA10CQ003XQ02-OUT,FLUE GAS OPACITY,-99,18,,0,100,%,2,0,,1,1,227,SB_010200000000000227,data26,0,0,1,0.001,227
1,1,2,0,SB_30CNA10CQ004XQ01-OUT,FLUE GAS FLOW,-99,23,,0,1.00E+06,Nm3/h,2,0,,1,1,228,SB_010200000000000228,data27,0,0,1,0.001,228
1,1,2,0,SB_30CNA10CQ002XQ01-OUT,FLUE GAS O2,-99,18,,0,21,%,2,0,,1,1,229,SB_010200000000000229,data28,0,0,1,0.001,229
1,1,2,0,SB_30CNA10CQ005XQ01-OUT,FLUE GAS TEMP,-99,1,,0,400,DEG C,1,0,,1,1,230,SB_010200000000000230,data29,0,0,1,0.01,230
1,1,2,0,SB_30EGA40CF002XQ01-OUT,FO TRANSFER PMP DSCH HDR FLOW,-99,23,,0,25,t/h,2,0,,1,1,231,SB_010200000000000231,data30,0,0,1,0.001,231
1,1,2,0,SB_30EGB10CL201XQ01-OUT,FO TNK A LVL,-99,11,,0,10000,mm,0,0,,1,1,232,SB_010200000000000232,data31,0,0,1,0,232
1,1,2,0,SB_30EGC60CP001XQ01-OUT,FO FWD PMP HDR PRS,-99,2,,0,35,bar G,2,0,,1,1,233,SB_010200000000000233,data32,0,0,1,0.001,233
1,1,2,0,SB_30EGB20CL201XQ01-OUT,FO TNK B LVL,-99,11,,0,10000,mm,0,0,,1,1,234,SB_010200000000000234,data33,0,0,1,0,234
1,1,2,0,SB_30GHD30AA010XQ01-OUT,FLASH TK QUENCHING WTR CV POS,-99,18,,0,100,%,2,0,,1,1,235,SB_010200000000000235,data34,0,0,1,0.001,235
1,1,2,0,SB_30GHD30AA010-PSS,FLASH TK QUENCHING WTR CV PSS,-99,18,,0,100,%,2,0,,1,1,236,SB_010200000000000236,data35,0,0,1,0.001,236
1,1,2,0,SB_30GHD30AA010-RFV,FLASH TK QUENCHING WTR CV RFV,-99,1,,0,126,DEG C,2,0,,1,1,237,SB_010200000000000237,data36,0,0,1,0.001,237
1,1,2,0,SB_30GHD30AA010-RF2,FLASH TK QUENCHING WTR CV RF2,-99,1,,0,126,DEG C,2,0,,1,1,238,SB_010200000000000238,data37,0,0,1,0.001,238
1,1,2,0,SB_30GHD30AA010-MVS,FLASH TK QUENCHING WTR CV MVS,-99,18,,0,100,%,2,0,,1,1,239,SB_010200000000000239,data38,0,0,1,0.001,239
1,1,2,0,SB_30GCK44AA020-POS,COND MU BYP ISO VLV POS,-99,,,0,100,,2,0,,1,1,240,SB_010200000000000240,data39,0,0,1,0.001,240
1,1,2,0,SB_30EGC41AP001-POS,FO FWD PMP A POS,-99,,,0,100,,2,0,,1,1,241,SB_010200000000000241,data40,0,0,1,0.001,241
1,1,2,0,SB_30EGC42AP001-POS,FO FWD PMP B POS,-99,,,0,100,,2,0,,1,1,242,SB_010200000000000242,data41,0,0,1,0.001,242
1,1,2,0,SB_30GCK46AA201-POS,CVP A SEAL WTR MU VLV POS,-99,,,0,100,,2,0,,1,1,243,SB_010200000000000243,data42,0,0,1,0.001,243
1,1,2,0,SB_30GCK47AA201-POS,CVP B SEAL WTR MU VLV POS,-99,,,0,100,,2,0,,1,1,244,SB_010200000000000244,data43,0,0,1,0.001,244
1,1,2,0,SB_30CJA64FP100-SP,MSP SET POINT SP,-99,2,,0,300,bar G,1,0,,1,1,245,SB_010200000000000245,data44,0,0,1,0.01,245
1,1,2,0,SB_30GCK44AA251XQ01-OUT,COND MU VLV POS,-99,18,,0,100,%,2,0,,1,1,246,SB_010200000000000246,data45,0,0,1,0.001,246
1,1,2,0,SB_30GCK44CF002XQ01-OUT,COND MU WTR FLW,-99,23,,0,25,t/h,2,0,,1,1,247,SB_010200000000000247,data46,0,0,1,0.001,247
1,1,2,0,SB_30CBP01CE321-S1V,GEN ACT PWR SENS A VAL,-99,7,,0,150,MW,2,0,,1,1,248,SB_010200000000000248,data47,0,0,1,0.001,248
1,1,2,0,SB_30CBP01CE321-S2V,GEN ACT PWR SENS B VAL,-99,7,,0,150,MW,2,0,,1,1,249,SB_010200000000000249,data48,0,0,1,0.001,249
1,1,2,0,SB_30CBP01CE321-SPV,GEN ACT PWR VAL SEL,-99,7,,0,150,MW,2,0,,1,1,250,SB_010200000000000250,data49,0,0,1,0.001,250
1,1,2,0,SB_30CBP01CE321-POS,GEN ACT PWR SEL POS,-99,18,,0,100,%,0,0,,1,1,251,SB_010200000000000251,data50,0,0,1,0,251
1,1,2,0,SB_30CBP01CE331-S1V,GEN FREQ SENS A VAL,-99,10,,45,55,Hz,3,0,,1,1,252,SB_010200000000000252,data51,0,0,1,0.0001,252
1,1,2,0,SB_30CBP01CE331-S2V,GEN FREQ SENS B VAL,-99,10,,45,55,Hz,3,0,,1,1,253,SB_010200000000000253,data52,0,0,1,0.0001,253
1,1,2,0,SB_30CBP01CE331-SPV,GEN FREQ VAL SEL,-99,10,,45,55,Hz,3,0,,1,1,254,SB_010200000000000254,data53,0,0,1,0.0001,254
1,1,2,0,SB_30CBP01CE331-POS,GEN FREQ SEL POS,-99,18,,0,100,%,0,0,,1,1,255,SB_010200000000000255,data54,0,0,1,0,255
1,1,2,0,SB_30CJA64FP100-PV,MSP SET POINT PV,-99,2,,0,300,bar G,1,0,,1,1,256,SB_010200000000000256,data55,0,0,1,0.01,256
1,1,2,0,SB_30CJA64FP100-SVS,MSP SET POINT,-99,2,,0,300,bar G,1,0,,1,1,257,SB_010200000000000257,data56,0,0,1,0.01,257
1,1,2,0,SB_30CJA64FE100ZV01-OUT,COAL MASTER DMD (kg/h BASE),-99,23,,0,36200,kg/h,3,0,,1,1,258,SB_010200000000000258,data57,0,0,1,0.0001,258
1,1,2,0,SB_30EGB40EJ001,FO TNK LVL NORMAL,-99,,,,,,,1,,1,1,259,SB_010200000000000259,data58,0,1,1,0,259
1,1,2,0,SB_30EGA22AP001-POS,FO TRANSFER PMP B POS,-99,,,0,100,,0,0,,1,1,260,SB_010200000000000260,data59,0,0,1,0,260
1,1,2,0,SB_30EGA21AP001-POS,FO TRANSFER PMP A POS,-99,,,0,100,,0,0,,1,1,261,SB_010200000000000261,data60,0,0,1,0,261
1,1,2,0,SB_30GCK44FF002-OUT,COND MU WTR FLW,-99,23,,0,25000,kg/h,2,0,,1,1,262,SB_010200000000000262,data61,0,0,1,0.001,262
1,1,2,0,SB_30CJA64EE002-SOR,UNIT RAMP RATE SOR,-99,,,,,,,1,,1,1,263,SB_010200000000000263,data62,0,1,1,0,263
1,1,2,0,SB_30CJA64EE001-SVS,TARGET MW SVS,-99,7,,0,150,MW,0,0,,1,1,264,SB_010200000000000264,data63,0,0,1,0,264
1,1,2,0,SB_30CJA64EE001-SHV,TARGET MW SHV,-99,7,,0,150,MW,0,0,,1,1,265,SB_010200000000000265,data64,0,0,1,0,265
1,1,2,0,SB_30CJA64EE002-OUT,UNIT RAMP RATE OUT,-99,23,,0,6.5,MW/min,0,0,,1,1,266,SB_010200000000000266,data65,0,0,1,0,266
1,1,2,0,SB_30CJA64EE002-SLV,UNIT RAMP RATE SLV,-99,23,,0,6.5,MW/min,0,0,,1,1,267,SB_010200000000000267,data66,0,0,1,0,267
1,1,2,0,SB_30CJA64EE001-SLV,TARGET MW SLV,-99,7,,0,150,MW,0,0,,1,1,268,SB_010200000000000268,data67,0,0,1,0,268
1,1,2,0,SB_30CJA64EE002-SVS,UNIT RAMP RATE SVS,-99,23,,0,6.5,MW/min,0,0,,1,1,269,SB_010200000000000269,data68,0,0,1,0,269
1,1,2,0,SB_30CJA64EE001-OUT,TARGET MW OUT,-99,7,,0,150,MW,0,0,,1,1,270,SB_010200000000000270,data69,0,0,1,0,270
1,1,2,0,SB_30CJA64EE002-SHV,UNIT RAMP RATE SHV,-99,23,,0,6.5,MW/min,0,0,,1,1,271,SB_010200000000000271,data70,0,0,1,0,271
1,1,2,0,SB_30CJA62GH587XB09-OUT,ALL SCANNERS FLAME OFF,-99,,,,,,,1,,1,1,272,SB_010200000000000272,data71,0,1,1,0,272
1,1,2,0,SB_30CJA62GH556XB09-OUT,NOT REHEATER PROTECTION A,-99,,,,,,,1,,1,1,273,SB_010200000000000273,data72,0,1,1,0,273
1,1,2,0,SB_30CJA62GH557XB09-OUT,NOT REHEATER PROTECTION B,-99,,,,,,,1,,1,1,274,SB_010200000000000274,data73,0,1,1,0,274
1,1,2,0,SB_30CJA62GH558XB09-OUT,NOT REHEATER PROTECTION C,-99,,,,,,,1,,1,1,275,SB_010200000000000275,data74,0,1,1,0,275
1,1,2,0,SB_30CJA62GH559XB09-OUT,NOT LOSS OF FUEL A,-99,,,,,,,1,,1,1,276,SB_010200000000000276,data75,0,1,1,0,276
1,1,2,0,SB_30CJA62GH560XB09-OUT,NOT LOSS OF FUEL B,-99,,,,,,,1,,1,1,277,SB_010200000000000277,data76,0,1,1,0,277
1,1,2,0,SB_30CJA62GH561XB09-OUT,NOT LOSS OF FUEL C,-99,,,,,,,1,,1,1,278,SB_010200000000000278,data77,0,1,1,0,278
1,1,2,0,SB_30CJA62GH553XB09-OUT,NOT LOSS OF PAF WHILE COAL FIRING A,-99,,,,,,,1,,1,1,279,SB_010200000000000279,data78,0,1,1,0,279
1,1,2,0,SB_30CJA62GH554XB09-OUT,NOT LOSS OF PAF WHILE COAL FIRING B,-99,,,,,,,1,,1,1,280,SB_010200000000000280,data79,0,1,1,0,280
1,1,2,0,SB_30CJA62GH555XB09-OUT,NOT LOSS OF PAF WHILE COAL FIRING C,-99,,,,,,,1,,1,1,281,SB_010200000000000281,data80,0,1,1,0,281
1,1,2,0,SB_30GBK11AP001XN03-OUT,SWP A OPERATION HOURS,-99,21,,0,100000,h,1,0,,1,1,282,SB_010200000000000282,data81,0,0,1,0.01,282
1,1,2,0,SB_30GBK12AP001XN03-OUT,SWP B OPERATION HOURS,-99,21,,0,100000,h,1,0,,1,1,283,SB_010200000000000283,data82,0,0,1,0.01,283
1,1,2,0,SB_30GCK11AP001XN03-OUT,DEMIN WTR PMP A OPERATION HOURS,-99,21,,0,100000,h,1,0,,1,1,284,SB_010200000000000284,data83,0,0,1,0.01,284
1,1,2,0,SB_30GCK12AP001XN03-OUT,DEMIN WTR PMP A OPERATION HOURS,-99,21,,0,100000,h,1,0,,1,1,285,SB_010200000000000285,data84,0,0,1,0.01,285
1,1,2,0,SB_30GCK40AP001XN03-OUT,BLR INI FIL PMP OPERATION HOURS,-99,21,,0,100000,h,1,0,,1,1,286,SB_010200000000000286,data85,0,0,1,0.01,286
1,1,2,0,SB_30GHA14AP001XN03-OUT,PT WTR XFR PMP OPERATION HOURS,-99,21,,0,100000,h,1,0,,1,1,287,SB_010200000000000287,data86,0,0,1,0.01,287
1,1,2,0,SB_30BRV10GH010XN03-OUT,EDG OPERATION HOURS,-99,21,,0,100000,h,1,0,,1,1,288,SB_010200000000000288,data87,0,0,1,0.01,288
1,1,2,0,SB_30EGC41AP001XN03-OUT,FO FWD PMP A OPERATION HOURS,-99,21,,0,100000,h,0,0,,1,1,289,SB_010200000000000289,data88,0,0,1,0,289
1,1,2,0,SB_30EGC42AP001XN03-OUT,FO FWD PMP B OPERATION HOURS,-99,21,,0,100000,h,0,0,,1,1,290,SB_010200000000000290,data89,0,0,1,0,290
1,1,2,0,SB_30CBP10CE034XB11,GEN SYNCH VT PROT SW (F21) ACT,-99,,,,,,,1,,1,1,291,SB_010200000000000291,data90,0,1,1,0,291
1,1,2,0,SB_30CBP10CE036XB11,GEN SYNCH VT PROT SW (F22) ACT,-99,,,,,,,1,,1,1,292,SB_010200000000000292,data91,0,1,1,0,292
1,1,2,0,SB_30CBP10CE030XB11,GEN SYNCH VT PROT SW (F54) ACT,-99,,,,,,,1,,1,1,293,SB_010200000000000293,data92,0,1,1,0,293
1,1,2,0,SB_30CBP10CE032XB11,GEN SYNCH VT PROT SW (F61) ACT,-99,,,,,,,1,,1,1,294,SB_010200000000000294,data93,0,1,1,0,294
1,1,2,0,SB_30BJC10CG012XM79,ST 400V UNDERVOLT,-99,,,,,,,1,,1,1,295,SB_010200000000000295,data94,0,1,1,0,295
1,1,2,0,SB_30GMA26CF001XQ01-OUT,EFFLUENT PMP FLW TO CW OUTFALL,-99,23,,0,22,m3/hr,0,0,,1,1,296,SB_010200000000000296,data95,0,0,1,0,296
1,1,2,0,SB_30GMA25CQ001XQ01-OUT,CENTRAL MONITORING BASIN PH,-99,23,,0,14,pH,0,0,,1,1,297,SB_010200000000000297,data96,0,0,1,0,297
1,1,2,0,SB_30GKB30CP001XQ01-OUT,POTABLE WTR PMP DSCH PRS,-99,2,,0,10,bar G,2,0,,1,1,298,SB_010200000000000298,data97,0,0,1,0.001,298
1,1,2,0,SB_30HAH40CP001XQ01-OUT,PSH OUTLET PRESS,-99,2,,0,300,bar G,1,0,,1,1,299,SB_010200000000000299,data98,0,0,1,0.01,299
1,1,2,0,SB_30HAG10FL001ZQ01-SHV,STM DRUM LEVEL SV SHV,-99,11,,-530,440,mm,1,0,,1,1,300,SB_010200000000000300,data99,0,0,1,0.01,300
1,1,2,0,SB_30HAG10FL001ZQ01-SLV,STM DRUM LEVEL SV SLV,-99,11,,-530,440,mm,1,0,,1,1,301,SB_010200000000000301,data0,0,0,1,0.01,301
1,1,2,0,SB_30HAG10FL001ZQ01-OUT,STM DRUM LEVEL SV OUT,-99,11,,-530,440,mm,1,0,,1,1,302,SB_010200000000000302,data1,0,0,1,0.01,302
1,1,2,0,SB_30HAG10FL001ZQ01-SVS,STM DRUM LEVEL SV SVS,-99,11,,-530,440,mm,1,0,,1,1,303,SB_010200000000000303,data2,0,0,1,0.01,303
